Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Europe,Croatia,2002,78.5,men,26,136,5.02,2520,275,792,2115383,-0.280060943
Americas,Cuba,2002,79.1,men,24.3,128,4.47,2650,300,541,5582125,0.311061554
Asia,Cyprus,2002,80.4,men,26.9,132,5.32,147,20.3,42.1,493851,1.914885714
Europe,Denmark,2002,79.5,men,25.5,131,5.62,2270,198,420,2659568,0.292630537
Africa,Djibouti,2002,58.8,men,22.8,131,4.67,9.49,13.3,12.7,373733,1.621117489
Americas,Dominican Republic,2002,74.2,men,24.4,129,4.37,386,231,221,4378118,1.561730493
Americas,Ecuador,2002,76.6,men,25.1,128,4.69,418,275,1060,6594948,1.754527264
Africa,Egypt,2002,71.4,men,26.2,125,4.58,1900,5090,1100,3600989,1.940083394
Americas,El Salvador,2002,73.9,men,25.7,125,4.51,159,97.4,314,2861596,0.408110275
Africa,Equatorial Guinea,2002,54.8,men,22.6,135,4.5,15.7,24.4,9.91,34457,4.690837387
Africa,Eritrea,2002,58.5,men,20.8,127,4.17,33.8,46.3,48.2,1236180,4.532551314
Europe,Estonia,2002,76.9,men,25.5,138,5.18,597,42.2,243,644577,-0.716389312
Africa,Ethiopia,2002,54.7,men,19.9,127,4.1,919,1490,1360,34975362,2.913345888
Oceania,Fiji,2002,70.6,men,25.6,129,5.16,21.2,21.1,15,414677,0.242219133
Europe,Finland,2002,81.7,men,26.2,135,5.33,1640,226,446,2547616,0.300355868
Europe,France,2002,83,men,25.5,132,5.51,23700,5540,5580,28981336,0.658903368
Africa,Gabon,2002,59.9,men,23.6,135,4.73,38.3,72.8,30.5,641570,2.517844788
Africa,Gambia,2002,57.9,men,21.1,132,3.98,18.1,178,14.6,698482,3.189425803
Asia,Georgia,2002,75.9,men,24.8,135,4.58,750,168,440,2026633,-0.809379543
Europe,Germany,2002,81.4,men,26.8,136,5.72,35500,4650,10900,39763349,0.169899133
Africa,Ghana,2002,58.2,men,22.3,129,3.88,288,992,299,10221782,2.491050893
Europe,Greece,2002,81.8,men,25.8,129,5.05,5580,1120,1260,5552263,0.368083232
Americas,Grenada,2002,73.1,men,24.6,130,4.51,6.52,2.63,4.45,51688,0.536839648
Americas,Guatemala,2002,71.9,men,24.8,125,4.3,269,399,673,5986326,2.356341738
Africa,Guinea,2002,51.5,men,22,131,3.92,246,874,243,4095803,1.980828873
Africa,Guinea-Bissau,2002,53.4,men,21.4,130,3.9,30.6,86.5,47.9,605833,2.162702695
Americas,Guyana,2002,68,men,23.5,127,4.17,19.6,14.2,21,372626,0.131134149
Americas,Haiti,2002,60.1,men,23.3,128,4.11,412,117,399,4311673,1.702202237
Americas,Honduras,2002,73.4,men,24.6,126,4.36,153,84.4,227,3447856,2.65680231
Europe,Hungary,2002,76.6,men,26.5,136,5.15,6000,557,1310,4830998,-0.317247558
Europe,Iceland,2002,82.4,men,26.5,130,5.76,64.1,6.52,28.2,142809,0.875185421
Asia,India,2002,64.2,men,20.8,125,4.49,30600,12100,34700,56864065,1.716828162
Asia,Indonesia,2002,68.5,men,21.3,128,4.5,7900,4250,5680,108887177,1.421285388
Asia,Iraq,2002,71.2,men,26.4,127,4.85,927,224,300,12583917,3.025501682
Europe,Ireland,2002,80.2,men,27.2,136,5.55,1070,84.7,338,1946692,1.830093121
Asia,Israel,2002,81.5,men,26.5,127,5.19,1080,131,390,3040643,1.811458934
Europe,Italy,2002,83,men,26.1,132,5.28,29500,7380,10700,27706391,0.625049756
Americas,Jamaica,2002,75.5,men,23.5,129,4.5,311,55.9,159,1337590,0.583684507
Asia,Japan,2002,85,men,23.2,131,5.18,54900,29400,70200,62751324,0.097520843
Asia,Jordan,2002,73.6,men,26.9,125,5.04,184,33.7,72.5,2751639,1.854083767
Asia,Kazakhstan,2002,70.1,men,25.3,134,4.84,3270,817,1820,7200302,0.451104197
Africa,Kenya,2002,54.4,men,21.3,130,4.31,256,335,771,16747713,2.733860638
Oceania,Kiribati,2002,67.4,men,28.3,128,4.53,3.88,2.69,2.97,43,1.688502105
Asia,Kuwait,2002,74.4,men,28.3,128,5.28,52.7,28.8,18.1,1256843,1.966652658
Europe,Latvia,2002,75.9,men,25.7,136,5.13,968,68,378,1070949,-1.154270367
Asia,Lebanon,2002,77.2,men,26.6,128,4.76,482,54.4,133,2102625,5.315868718
Africa,Lesotho,2002,47.2,men,21.2,130,4.08,161,38.6,65.5,975179,-0.219374761
Africa,Liberia,2002,53.6,men,21.7,131,3.86,35.2,215,66.4,1509735,2.45911096
Africa,Libya,2002,72.8,men,26.1,133,4.72,422,75.2,82.8,2863225,1.487204153
Europe,Lithuania,2002,77.3,men,26.1,136,5.17,1280,92.1,548,1607749,-0.968601899
Europe,Luxembourg,2002,81.2,men,26.8,132,5.68,205,27.3,55.8,218667,0.824887725
Africa,Madagascar,2002,61,men,21.2,132,4.24,172,253,285,8347056,3.099612802
Africa,Malawi,2002,48.8,men,21.5,133,4.2,139,202,125,5773715,2.392473728
Asia,Malaysia,2002,75.3,men,24.1,127,4.96,2050,800,549,12358191,2.213807004
Asia,Maldives,2002,73.3,men,22.5,127,4.58,12.1,6.35,3.55,150489,3.419625738
Africa,Mali,2002,50.2,men,21.2,127,3.96,127,988,341,5768646,3.133417314
Europe,Malta,2002,80.1,men,27.2,132,5.42,126,7.8,32.1,197847,0.609207268
Africa,Mauritania,2002,61.8,men,22.1,131,4.16,43.6,158,41.6,1383149,2.86167079
Africa,Mauritius,2002,75.2,men,24.5,133,4.91,85.5,19.9,55.3,595522,0.638791906
Americas,Mexico,2002,77.2,men,26.9,125,4.89,4640,1970,3650,49841883,1.286622754
Asia,Mongolia,2002,67.2,men,24.1,135,4.74,266,543,400,1218267,0.944259991
Europe,Montenegro,2002,76,men,26,135,5.02,268,25.6,39.8,302601,-0.089806619
Africa,Morocco,2002,71.2,men,25.1,126,4.59,2290,197,523,14577127,1.063826689
Africa,Mozambique,2002,51,men,21.3,135,4.28,217,771,397,8990042,3.081101516
Asia,Myanmar,2002,64.8,men,20.7,124,4.22,6170,1010,1910,23088026,0.980504373
Africa,Namibia,2002,56.3,men,21.8,135,4.45,29.4,11.8,16.3,892729,1.528507692
Asia,Nepal,2002,64.9,men,20.7,125,4.25,601,234,690,122818,1.47496369
Europe,Netherlands,2002,80.9,men,25.4,132,5.48,8070,368,2020,7982573,0.595185362
Oceania,New Zealand,2002,81.2,men,27,128,5.35,1010,123,287,1942622,1.355019771
Americas,Nicaragua,2002,73.5,men,25.3,127,4.38,91.4,85.4,155,2579416,1.394370316
Africa,Niger,2002,51.7,men,20.9,136,3.85,152,594,239,605184,3.845294562
Africa,Nigeria,2002,47.7,men,22.4,131,3.73,1800,13100,1180,6487199,2.586548677
Europe,Norway,2002,81.8,men,26.3,135,5.5,1470,93,412,2252645,0.51339966
Asia,Oman,2002,75.4,men,25.6,129,4.99,33.6,26.1,28.5,1301261,1.588078559
Asia,Pakistan,2002,64.1,men,22.1,126,4.52,11200,2510,3750,7716782,2.430829097
Americas,Panama,2002,78.1,men,25.5,129,4.74,173,45.1,182,1586182,1.903239008
Oceania,Papua New Guinea,2002,64.9,men,24.5,122,4.64,303,106,200,3100679,2.087327448
Americas,Paraguay,2002,72.8,men,25,130,4.71,341,57.8,250,2807496,1.915617016
Americas,Peru,2002,74.1,men,24.3,125,4.73,947,574,1850,13510985,1.125169387
Asia,Philippines,2002,70.7,men,22.5,126,4.69,6620,3520,1290,40928477,2.055127129
Europe,Poland,2002,78.6,men,26.1,134,5.27,16500,863,4060,18665365,-0.160996272
Europe,Portugal,2002,80.9,men,26.2,135,5.26,2820,486,1970,5016767,0.521143281
Asia,Qatar,2002,78,men,27.3,131,5.2,19,11.3,9.84,412989,3.550393778
Europe,Romania,2002,75,men,24.8,133,4.93,7260,1310,2750,10674532,-0.690618876
Africa,Rwanda,2002,51.8,men,22,134,4.05,94.3,136,139,4120954,2.416367317
Oceania,Samoa,2002,73.4,men,29.3,131,4.5,4.47,3.75,5.52,91762,0.485112627
Africa,Sao Tome and Principe,2002,65.6,men,22.8,135,3.96,6.78,0.9,5.59,72827,1.847397421
Asia,Saudi Arabia,2002,74.6,men,27.2,128,4.79,406,547,231,1195263,3.318097771
Africa,Senegal,2002,60.2,men,21.4,131,4.09,184,512,219,5038253,2.337891048
Europe,Serbia,2002,75.3,men,26.1,137,4.91,4170,487,1070,4580547,-0.745683603
Africa,Seychelles,2002,76.8,men,24.8,136,5.25,8.13,2.36,3.25,41818,1.935452418
Africa,Sierra Leone,2002,41.8,men,22,133,3.81,85.2,277,124,2464752,4.492395665
Asia,Singapore,2002,81.6,men,23.8,128,5.11,676,303,320,2089568,0.20966854
Europe,Slovenia,2002,80.3,men,26.9,136,5.25,869,88.9,327,971604,-0.05092074
Oceania,Solomon Islands,2002,65.6,men,26.6,125,4.49,23.9,18.8,14.4,223386,2.592058491
Africa,Somalia,2002,53.1,men,21.6,131,4.22,86.3,125,165,4756276,3.407397809
Africa,South Africa,2002,57.2,men,25,132,4.43,4000,1320,1140,22752951,1.268162482
Europe,Spain,2002,83.2,men,26.8,130,5.31,18600,3020,5710,20619018,1.55613874
Asia,Sri Lanka,2002,76.4,men,21.6,127,4.47,729,213,459,9468821,0.579150989
Africa,Sudan,2002,61.1,men,21.8,131,4.46,810,857,580,14398166,2.640118935
Americas,Suriname,2002,71.7,men,24.8,128,4.53,30.3,14.1,14.9,243356,1.150935005
Europe,Sweden,2002,82.3,men,25.9,133,5.32,1910,333,748,4415228,0.302755559
Europe,Switzerland,2002,83,men,25.9,131,5.41,2450,474,655,3529105,0.595660235
Asia,Tajikistan,2002,69.5,men,23.3,131,4.21,143,119,381,3223702,1.785676509
Asia,Thailand,2002,74.8,men,22.6,124,4.9,8930,9780,1970,31584243,0.74245958
Asia,Timor-Leste,2002,62.6,men,20.6,125,4.27,24.2,11.4,13.2,466122,2.376444646
Africa,Togo,2002,54.5,men,21.5,131,3.89,105,263,119,2568805,2.696045802
Oceania,Tonga,2002,73.4,men,30.1,130,5.03,12.5,12.5,6.25,50152,0.233836315
Americas,Trinidad and Tobago,2002,72.5,men,25.7,129,4.58,94.5,18.2,48,634968,0.37115488
Africa,Tunisia,2002,76.2,men,24.4,129,4.57,1370,91,256,4959029,0.658099986
Asia,Turkey,2002,74.7,men,25.9,125,4.74,14000,1250,4300,32074313,1.473839832
Asia,Turkmenistan,2002,68.1,men,24.5,132,4.53,193,79,225,2268464,0.993343282
Africa,Uganda,2002,51.4,men,22,133,4.03,315,471,381,12394688,3.225419593
Europe,Ukraine,2002,73.2,men,24.8,135,4.83,17700,1070,9250,22308255,-0.930570523
Asia,United Arab Emirates,2002,76.1,men,27.3,128,5.25,65,43.9,33,2364952,5.637682642
Europe,United Kingdom,2002,80.5,men,26.8,134,5.51,24700,1950,6710,28960222,0.43913345
Americas,United States,2002,79.7,men,27.9,124,5.24,118000,11700,15500,141624546,0.980100849
Americas,Uruguay,2002,78.9,men,26,132,5,1090,59.4,473,160774,-0.051039407
Asia,Uzbekistan,2002,70.9,men,24.8,127,4.34,1230,470,1360,12640224,1.261654597
Oceania,Vanuatu,2002,70.1,men,26.1,134,4.64,12.1,4,6.51,99101,2.455389451
Asia,Yemen,2002,62.3,men,24.1,128,4.5,559,302,412,9298002,2.903896878
Africa,Zambia,2002,47.9,men,20.2,131,4.33,110,184,242,5433272,2.551078091
Africa,Zimbabwe,2002,45.6,men,21.8,131,4.22,334,470,301,5799658,-0.212679965
Asia,Afghanistan,2003,58.5,men,20.6,125,4.16,965,199,846,12214634,4.917735674
Europe,Albania,2003,77.8,men,25.9,133,4.91,629,205,285,1574841,-0.51139149
Africa,Algeria,2003,73.2,men,24.1,130,4.7,961,194,525,16333986,1.23950005
Africa,Angola,2003,53,men,21.6,133,4.33,294,431,288,8999242,3.38415169
Americas,Antigua and Barbuda,2003,76.5,men,25.2,132,4.77,3.69,1.84,5.23,37425,1.549356922
Americas,Argentina,2003,78.2,men,27.1,127,5.07,7130,968,3270,18493545,1.10853082
Asia,Armenia,2003,75.3,men,24.5,134,4.66,856,161,313,1418321,-0.458433256
Oceania,Australia,2003,82.9,men,27,129,5.27,5760,696,1560,97909,1.142192231
Europe,Austria,2003,81.8,men,26.1,132,5.41,2740,589,920,3972392,0.531254745
Asia,Azerbaijan,2003,70.7,men,24.8,131,4.5,848,266,878,4106197,1.191817804
Americas,Bahamas,2003,76.3,men,26.6,132,5.07,25.5,7.98,18.7,152147,1.748109113
Asia,Bahrain,2003,75.9,men,27.1,131,5.09,42.2,8.39,11.6,457878,6.982090912
Asia,Bangladesh,2003,67.5,men,20.2,125,4.3,8710,1490,3560,69170298,1.694967135
Americas,Barbados,2003,76.1,men,25.9,130,4.75,19.6,7.68,28.8,131736,0.316019525
Europe,Belarus,2003,73.7,men,25.5,136,5.05,3580,223,2010,4530498,-0.811200753
Europe,Belgium,2003,81.5,men,26.4,130,5.5,5800,373,1060,5107599,0.56561772
Americas,Belize,2003,71.7,men,26.4,126,4.53,14.8,6.71,9.79,135579,2.660810964
Africa,Benin,2003,57.9,men,22,132,4.04,135,397,166,3719314,3.215448985
Asia,Bhutan,2003,63.5,men,22.4,127,4.49,10.8,9.13,11.5,326219,2.542348907
Europe,Bosnia and Herzegovina,2003,77.5,men,26,132,4.69,1540,210,352,1847908,0.079287539
Africa,Botswana,2003,51.6,men,21.4,133,4.59,127,37,35.8,841552,1.818956151
Americas,Brazil,2003,75.2,men,25.1,131,4.87,13700,3520,12100,89944581,1.22229202
Europe,Bulgaria,2003,75.8,men,26,134,5.03,2880,471,1240,3798597,-0.816399747
Africa,Burkina Faso,2003,52.9,men,20.9,130,3.88,119,653,242,6231414,3.034257317
Africa,Burundi,2003,53.9,men,21.3,133,3.95,86.6,123,151,3400372,3.128172171
Asia,Cambodia,2003,63.4,men,20.4,123,4.31,815,218,382,6240510,1.682976435
Africa,Cameroon,2003,52.5,men,23.2,130,4.05,413,1230,407,836762,2.734080866
Americas,Canada,2003,82.2,men,27.2,126,5.19,11200,1000,2870,15605073,1.008056334
Africa,Central African Republic,2003,45,men,20.9,132,4.09,166,124,175,1916297,2.132402985
Africa,Chad,2003,48.6,men,21,130,3.87,151,493,209,4669285,3.956402869
Americas,Chile,2003,80.3,men,26.5,132,5.01,1360,388,2250,7798637,1.056169709
Asia,China,2003,74.9,men,22.7,126,4.4,309000,286000,291000,675255679,0.629918769
Americas,Colombia,2003,75.6,men,24.4,127,4.85,2200,677,2980,20330598,1.487479145
Africa,Comoros,2003,61.4,men,21.8,132,4.21,5.59,8.89,7.26,293594,2.431042543
Americas,Costa Rica,2003,80.2,men,25.9,128,4.66,175,90.5,422,2088445,1.519848297
Europe,Croatia,2003,78.6,men,26.1,136,5.01,2500,285,777,2112496,-0.136476468
Americas,Cuba,2003,79.3,men,24.4,128,4.44,2730,304,558,5597342,0.27260228
Asia,Cyprus,2003,80.5,men,27,132,5.31,158,21.7,43.8,503068,1.866352402
Europe,Denmark,2003,79.7,men,25.6,131,5.6,2290,205,426,2667009,0.27978228
Africa,Djibouti,2003,58.9,men,22.9,132,4.66,9.85,13.8,13,379387,1.512844731
Americas,Dominican Republic,2003,74.5,men,24.5,129,4.36,390,234,225,4445599,1.541324377
Americas,Ecuador,2003,76.8,men,25.2,129,4.69,428,283,1080,6707332,1.704092284
Africa,Egypt,2003,71.5,men,26.3,126,4.58,1990,5330,1120,3670321,1.92535995
Americas,El Salvador,2003,74.3,men,25.8,125,4.5,162,101,317,2871537,0.347393552
Africa,Equatorial Guinea,2003,55,men,22.8,135,4.54,16.1,25.5,9.59,360967,4.758684737
Africa,Eritrea,2003,59.3,men,20.8,127,4.16,35.8,48.1,49.5,1296606,4.888123089
Europe,Estonia,2003,77.2,men,25.6,138,5.18,576,43,236,639222,-0.830777394
Africa,Ethiopia,2003,55.6,men,19.9,127,4.1,931,1530,1360,35988523,2.896784885
Oceania,Fiji,2003,70.9,men,25.7,129,5.16,22.3,22.1,15.6,415480,0.193644692
Europe,Finland,2003,81.9,men,26.3,135,5.3,1640,238,443,2555695,0.317120006
Europe,France,2003,83.3,men,25.6,132,5.49,24000,5720,5590,29185689,0.705119322
Africa,Gabon,2003,59.9,men,23.7,135,4.72,37.7,73.5,30.2,658047,2.568231058
Africa,Gambia,2003,58.3,men,21.2,133,3.98,18.4,184,14.7,720852,3.202659482
Asia,Georgia,2003,76.1,men,24.9,135,4.58,787,165,478,201872,-0.390450565
Europe,Germany,2003,81.6,men,26.9,135,5.69,35500,4800,10800,39828458,0.163741238
Africa,Ghana,2003,58.6,men,22.3,129,3.88,297,1010,280,10477723,2.503878482
Europe,Greece,2003,82,men,25.9,129,5.04,5700,1120,1290,5565947,0.246458066
Americas,Grenada,2003,73.3,men,24.7,130,4.5,6.75,2.64,4.48,51966,0.537842439
Americas,Guatemala,2003,72.3,men,24.9,125,4.29,278,429,699,6129,2.383331613
Africa,Guinea,2003,52,men,22.1,131,3.92,249,885,244,4174801,1.928754874
Africa,Guinea-Bissau,2003,53.6,men,21.5,131,3.89,31.4,85.8,49,619392,2.238075509
Americas,Guyana,2003,68.1,men,23.5,127,4.16,20.4,14.1,21.5,37329,0.178194758
Americas,Haiti,2003,60.4,men,23.3,128,4.11,417,118,399,4384193,1.681945732
Americas,Honduras,2003,73.6,men,24.7,127,4.35,160,87.8,233,3537044,2.586766965
Europe,Hungary,2003,76.8,men,26.6,136,5.15,6080,559,1290,4816102,-0.308342086
Europe,Iceland,2003,82.6,men,26.6,130,5.75,65,6.88,27.1,144174,0.955822112
Asia,India,2003,64.6,men,20.9,125,4.47,31400,12600,34900,578176499,1.676955209
Asia,Indonesia,2003,68.7,men,21.4,128,4.5,8010,4360,5730,110433476,1.420092836
Asia,Iraq,2003,71.1,men,26.5,127,4.84,966,229,309,12948137,2.894329325
Europe,Ireland,2003,80.5,men,27.3,136,5.53,1070,89.6,335,1984854,1.960351201
Asia,Israel,2003,81.7,men,26.6,127,5.17,1100,134,390,3095189,1.793896883
Europe,Italy,2003,83.2,men,26.1,132,5.28,30100,7490,10700,27919222,0.768165728
Americas,Jamaica,2003,75.7,men,23.6,129,4.49,309,55.5,159,1344245,0.497536614
Asia,Japan,2003,85.3,men,23.2,131,5.19,56700,29500,70500,62806129,0.087336803
Asia,Jordan,2003,73.8,men,27,125,5.02,198,35.6,74,2810277,2.131020821
Asia,Kazakhstan,2003,70.5,men,25.4,134,4.84,3270,780,1830,7263391,0.876199359
Africa,Kenya,2003,55.1,men,21.3,130,4.31,262,345,798,17206227,2.737770823
Oceania,Kiribati,2003,67.6,men,28.5,128,4.53,4.03,2.78,3.05,43762,1.772093023
Asia,Kuwait,2003,74.4,men,28.4,128,5.25,55.7,30.1,18.6,1275633,1.495015686
Europe,Latvia,2003,76.2,men,25.8,136,5.12,950,70.5,371,105816,-1.194174513
Asia,Lebanon,2003,77.7,men,26.7,128,4.76,529,58,139,2217412,5.45922359
Africa,Lesotho,2003,46.8,men,21.3,130,4.09,170,39,67.3,971369,-0.390697503
Africa,Liberia,2003,54.1,men,21.7,131,3.84,36.2,212,67.8,1536817,1.793824744
Africa,Libya,2003,73,men,26.1,133,4.7,442,77.2,84.9,2906061,1.49607523
Europe,Lithuania,2003,77.5,men,26.3,136,5.16,1280,96.7,545,1591290,-1.02372945
Europe,Luxembourg,2003,81.4,men,26.9,132,5.65,206,28.3,55.4,220495,0.835974335
Africa,Madagascar,2003,61.5,men,21.2,132,4.23,177,259,291,860315,3.068075738
Africa,Malawi,2003,49.4,men,21.6,133,4.2,141,212,128,5911521,2.386782167
Asia,Malaysia,2003,75.5,men,24.2,127,4.97,2130,826,568,12624153,2.152111098
Asia,Maldives,2003,74.3,men,22.6,127,4.59,11.9,6.57,3.49,15598,3.648771671
Africa,Mali,2003,51,men,21.3,127,3.96,128,1020,341,5954495,3.221709219
Europe,Malta,2003,80.2,men,27.3,132,5.41,123,8.06,31.3,198881,0.52262607
Africa,Mauritania,2003,62,men,22.2,131,4.16,43.6,159,42.1,1423277,2.901205872
Africa,Mauritius,2003,75.5,men,24.6,133,4.92,88.9,20.6,55.8,599080,0.597459036
Americas,Mexico,2003,77.4,men,26.9,126,4.9,4730,2030,3780,50475626,1.271506937
Asia,Mongolia,2003,67.9,men,24.2,135,4.72,269,580,409,1230139,0.974499022
Europe,Montenegro,2003,76.1,men,26.1,135,5.01,271,26,40.3,302621,0.006609363
Africa,Morocco,2003,71.8,men,25.1,126,4.58,2360,204,536,14730678,1.053369433
Africa,Mozambique,2003,51.6,men,21.4,135,4.29,225,799,401,9271281,3.128339111
Asia,Myanmar,2003,65,men,20.8,124,4.24,6270,1030,1880,23299378,0.915418235
Africa,Namibia,2003,55.7,men,21.9,135,4.45,30.3,12.3,16.6,906107,1.498551072
Asia,Nepal,2003,65.5,men,20.7,125,4.23,621,250,697,12455707,1.415973229
Europe,Netherlands,2003,81.1,men,25.5,132,5.45,8070,397,2060,8029370,0.58623955
Oceania,New Zealand,2003,81.4,men,27.1,128,5.33,1020,132,283,1970665,1.44356442
Americas,Nicaragua,2003,74,men,25.3,127,4.37,94.7,89.7,161,2614216,1.349142597
Africa,Niger,2003,52.4,men,20.9,137,3.85,161,600,255,6285689,3.864097531
Africa,Nigeria,2003,48.1,men,22.5,131,3.74,1810,12900,1180,66560635,2.603041775
Europe,Norway,2003,81.9,men,26.4,135,5.47,1450,96.6,397,2264873,0.542828542
Asia,Oman,2003,75.8,men,25.7,129,4.98,35.5,27.6,29.6,1333035,2.441785314
Asia,Pakistan,2003,64.3,men,22.1,126,4.51,11400,2590,3780,78984832,2.354623987
Americas,Panama,2003,78.4,men,25.6,129,4.73,178,47.1,189,1615937,1.875888139
Oceania,Papua New Guinea,2003,65.3,men,24.6,122,4.63,314,109,207,3164499,2.058258852
Americas,Paraguay,2003,73,men,25.1,130,4.7,360,59.2,253,2859028,1.835514637
Americas,Peru,2003,74.5,men,24.4,125,4.72,947,588,1850,13645846,0.998158165
Asia,Philippines,2003,70.8,men,22.6,126,4.69,6800,3240,1280,41751589,2.011098532
Europe,Poland,2003,78.9,men,26.2,134,5.27,16600,869,4070,18632151,-0.177944551
Europe,Portugal,2003,81.2,men,26.3,135,5.24,2890,502,1960,5041878,0.500541484
Asia,Qatar,2003,78.1,men,27.4,131,5.2,20.4,12.1,10.2,439812,6.49484611
Europe,Romania,2003,75.3,men,24.9,133,4.92,7320,1350,2710,10602302,-0.6766573
Africa,Rwanda,2003,53.2,men,22.1,134,4.06,85.6,136,130,4185398,1.563812651
Oceania,Samoa,2003,73.7,men,29.5,132,4.49,4.5,3.84,5.54,92202,0.479501319
Africa,Sao Tome and Principe,2003,65.8,men,22.9,135,3.95,6.93,0.92,5.59,74303,2.026720859
Asia,Saudi Arabia,2003,74.7,men,27.3,129,4.76,432,565,237,12380768,3.58195644
Africa,Senegal,2003,60.8,men,21.5,131,4.09,187,510,225,5159025,2.397100741
Europe,Serbia,2003,75.4,men,26.1,137,4.91,4240,489,1070,4551672,-0.630383227
Africa,Seychelles,2003,76.9,men,24.9,136,5.26,8.3,2.36,3.2,4268,2.06131331
Africa,Sierra Leone,2003,42.8,men,22,133,3.81,90.6,283,131,2582461,4.775693457
Asia,Singapore,2003,82,men,23.8,128,5.12,694,309,330,209206,0.1192591
Europe,Slovenia,2003,80.6,men,27,136,5.24,901,93,326,971306,-0.030670932
Oceania,Solomon Islands,2003,66.3,men,26.6,125,4.47,24.9,19.6,15.1,229017,2.520748838
Africa,Somalia,2003,53.4,men,21.7,132,4.22,87.6,128,166,4912670,3.288160738
Africa,South Africa,2003,56.2,men,25.3,132,4.43,3950,1340,1140,23032769,1.229809707
Europe,Spain,2003,83.4,men,26.9,130,5.3,19000,3080,5780,20973843,1.720862749
Asia,Sri Lanka,2003,77,men,21.6,128,4.47,764,230,467,9526937,0.613761734
Africa,Sudan,2003,61.5,men,21.8,132,4.47,835,881,588,14778501,2.641551709
Americas,Suriname,2003,71.9,men,24.9,129,4.53,31,14.1,15.1,246187,1.163316294
Europe,Sweden,2003,82.4,men,26,133,5.29,1930,338,733,4432829,0.39864306
Europe,Switzerland,2003,83.2,men,25.9,131,5.39,2470,489,646,3553698,0.696862236
Asia,Tajikistan,2003,69.9,men,23.4,131,4.19,147,122,387,3283545,1.856344042
Asia,Thailand,2003,75.1,men,22.7,124,4.91,9320,10200,1990,31795665,0.669390747
Asia,Timor-Leste,2003,63.6,men,20.6,125,4.26,26,12,14.2,478391,2.632143516
Africa,Togo,2003,54.7,men,21.6,132,3.88,111,263,128,263567,2.602961299
Oceania,Tonga,2003,73.6,men,30.3,130,5.04,12.7,12.7,6.31,50264,0.223321104
Americas,Trinidad and Tobago,2003,72.6,men,25.8,129,4.59,95.7,17.9,46.1,637659,0.423800884
Africa,Tunisia,2003,76.4,men,24.5,129,4.58,1360,92.5,263,4989405,0.612539269
Asia,Turkey,2003,75.2,men,26,125,4.73,14500,1280,4340,32535902,1.439123575
Asia,Turkmenistan,2003,68.4,men,24.6,132,4.53,182,81.4,221,2290688,0.979693749
Africa,Uganda,2003,52.4,men,22.1,134,4.03,324,499,386,12800059,3.270522017
Europe,Ukraine,2003,73.3,men,24.8,136,4.81,17300,1080,9110,22108644,-0.894785361
Asia,United Arab Emirates,2003,76.4,men,27.4,128,5.24,68.8,47.2,34.5,2538205,7.325856931
Europe,United Kingdom,2003,80.7,men,26.9,134,5.49,24500,2070,6580,29105237,0.500738565
Americas,United States,2003,79.8,men,28,124,5.21,118000,12400,15400,142928382,0.920628547
Americas,Uruguay,2003,79,men,26,132,4.96,1090,61.2,471,1605382,-0.146665506
Asia,Uzbekistan,2003,71.1,men,24.9,127,4.32,1230,481,1380,1279567,1.22977251
Oceania,Vanuatu,2003,70.5,men,26.2,134,4.63,12.4,4.13,6.64,101626,2.547905672
Asia,Yemen,2003,62.6,men,24.1,128,4.49,579,308,411,9569772,2.922886014
Africa,Zambia,2003,48.9,men,20.3,131,4.33,120,188,259,5570858,2.532286254
Africa,Zimbabwe,2003,45.5,men,21.8,131,4.21,333,476,308,5784697,-0.257963487
Asia,Afghanistan,2004,59.1,men,20.6,125,4.14,1010,207,876,12763726,4.495361875
Europe,Albania,2004,78,men,26,133,4.91,639,202,290,1563966,-0.690545903
Africa,Algeria,2004,73.7,men,24.2,130,4.69,999,203,547,16542653,1.277502013
Africa,Angola,2004,54.2,men,21.7,133,4.34,298,445,288,9310252,3.455957735
Americas,Antigua and Barbuda,2004,76.7,men,25.3,132,4.76,3.7,1.8,5.16,38009,1.560454242
Americas,Argentina,2004,78.4,men,27.1,127,5.05,7080,972,3290,18696321,1.096469065
Asia,Armenia,2004,75.5,men,24.6,134,4.67,879,166,316,1410957,-0.519205455
Oceania,Australia,2004,83.2,men,27.1,129,5.24,5880,742,1600,9918667,1.304956643
Europe,Austria,2004,82.1,men,26.1,132,5.38,2750,606,923,3993099,0.521272825
Asia,Azerbaijan,2004,71.2,men,24.9,131,4.5,859,273,888,4156206,1.21789091
Americas,Bahamas,2004,76.5,men,26.8,132,5.06,25.1,8.01,18.3,154923,1.824551256
Asia,Bahrain,2004,76.1,men,27.2,131,5.08,43.6,8.63,11.9,493191,7.712316381
Asia,Bangladesh,2004,68.1,men,20.2,126,4.29,9450,1560,3610,70244874,1.553522294
Americas,Barbados,2004,76.3,men,26,130,4.74,19.6,7.48,28.4,13217,0.329446772
Europe,Belarus,2004,74,men,25.6,136,5.04,3520,223,1980,4495131,-0.780642658
Europe,Belgium,2004,81.6,men,26.4,130,5.48,5790,389,1050,5139663,0.627770504
Americas,Belize,2004,71.8,men,26.6,127,4.51,14.8,6.61,9.38,139086,2.586683778
